CE_COD_EVENTO,CE_NOMBRE_EVENTO,fuente_datos,fuente_tabla,fuente_registro,anyo,mes,fecha_inicio,duracion_dias,nivel_geografico,CE_COD_DEMARCACION,CPRO,nombre_provincia,cod_municipio_ine,nombre_municipio,nombre_municipio_ine,match_municipio_ine,metodo_asignacion_provincia,CE_ORIGEN,CE_MECANISMO,CE_TIPO,CE_AREA_KM2,CE_PRECIPITACION,tipo_afeccion,nivel_dano,indemnizacion_ccs_eur,victimas,evacuados,coste_hidraulico_eur,coste_nacional_eur,coste_ccaa_eur,coste_ayto_eur,coste_agricola_eur,calado_max,calado_medio,n_mediciones_calado,n_puntos_calado,caudal_max,caudal_medio,periodo_retorno_caudal_max,n_mediciones_caudal,n_puntos_caudal,n_arpsi_afectadas,arpsi_nombres,evento_en_arpsi,nombre_demarcacion,tiene_calado,tiene_caudal,tiene_arpsi
ES020_20190708,#InundacionesZamoraSoriaJulio19,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,7,2019-07-08,1.0,municipio,ES020,32.0,Ourense,32050.0,Monterrei,Monterrei,True,diccionario_taux_municipios,1;2,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,208570.42,,,,,,,,,,,,,,,,,5,TÁMEGA-BÚBAL; ADAJA-ERESMA-CEGA; ALTO DUERO; ZAMORA-ESLA; BAJO DUERO,1,Duero,0,0,1
ES020_20190708,#InundacionesZamoraSoriaJulio19,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,7,2019-07-08,1.0,municipio,ES020,40.0,Segovia,40194.0,Segovia,Segovia,True,diccionario_taux_municipios,1;2,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,196734.83,,,,,,,,,,,,,,,,,5,TÁMEGA-BÚBAL; ADAJA-ERESMA-CEGA; ALTO DUERO; ZAMORA-ESLA; BAJO DUERO,1,Duero,0,0,1
ES020_20190708,#InundacionesZamoraSoriaJulio19,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,7,2019-07-08,1.0,municipio,ES020,49.0,Zamora,49095.0,La Hiniesta,La Hiniesta,True,diccionario_taux_municipios,1;2,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,151138.64,,,,,,,,,,,,,,,,,5,TÁMEGA-BÚBAL; ADAJA-ERESMA-CEGA; ALTO DUERO; ZAMORA-ESLA; BAJO DUERO,1,Duero,0,0,1
ES020_20190708,#InundacionesZamoraSoriaJulio19,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,7,2019-07-08,1.0,municipio,ES020,42.0,Soria,42173.0,Soria,Soria,True,diccionario_taux_municipios,1;2,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,75422.28,,,,,,,,,,,,,,,,,5,TÁMEGA-BÚBAL; ADAJA-ERESMA-CEGA; ALTO DUERO; ZAMORA-ESLA; BAJO DUERO,1,Duero,0,0,1
ES020_20190917,#InundacionesValladolidSeptiembre19,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,9,2019-09-17,1.0,municipio,ES020,47.0,Valladolid,47186.0,Valladolid,Valladolid,True,diccionario_taux_municipios,1;2,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,1216190.99,,,,,,,,,,,,,,,,,2,PISUERGA-ESGUEVA; DUERO MEDIO-DURATÓN,1,Duero,0,0,1
ES020_20190917,#InundacionesValladolidSeptiembre19,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,9,2019-09-17,1.0,municipio,ES020,47.0,Valladolid,47076.0,Laguna de Duero,Laguna de Duero,True,diccionario_taux_municipios,1;2,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,68206.67,,,,,,,,,,,,,,,,,2,PISUERGA-ESGUEVA; DUERO MEDIO-DURATÓN,1,Duero,0,0,1
ES020_20190917,#InundacionesValladolidSeptiembre19,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,9,2019-09-17,1.0,municipio,ES020,47.0,Valladolid,47007.0,Aldeamayor de San Martín,Aldeamayor de San Martín,True,diccionario_taux_municipios,1;2,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,50512.53,,,,,,,,,,,,,,,,,2,PISUERGA-ESGUEVA; DUERO MEDIO-DURATÓN,1,Duero,0,0,1
ES020_20191216,#InundacionesLeónDiciembre19,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-16,3.0,municipio,ES020,24.0,León,24114.0,La Pola de Gordón,La Pola de Gordón,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,285137.17,,,,,,,,,,,,,,,,,3,BERNESGA-TORIO-PORMA; BENAVENTE-ÓRBIGO-ESLA; ERÍA,1,Duero,0,0,1
ES020_20191216,#InundacionesLeónDiciembre19,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-16,3.0,municipio,ES020,24.0,León,24134.0,La Robla,La Robla,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,115425.96,,,,,,,,,,,,,,,,,3,BERNESGA-TORIO-PORMA; BENAVENTE-ÓRBIGO-ESLA; ERÍA,1,Duero,0,0,1
ES020_20191216,#InundacionesLeónDiciembre19,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-16,3.0,municipio,ES020,24.0,León,24222.0,Villaquilambre,Villaquilambre,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,69005.6,,,,,,,,,,,,,,,,,3,BERNESGA-TORIO-PORMA; BENAVENTE-ÓRBIGO-ESLA; ERÍA,1,Duero,0,0,1
ES020_20191216,#InundacionesLeónDiciembre19,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-16,3.0,municipio,ES020,24.0,León,24151.0,Santa Colomba de Curueño,Santa Colomba de Curueño,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,67834.99,,,,,,,,,,,,,,,,,3,BERNESGA-TORIO-PORMA; BENAVENTE-ÓRBIGO-ESLA; ERÍA,1,Duero,0,0,1
ES020_20191216,#InundacionesLeónDiciembre19,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-16,3.0,municipio,ES020,24.0,León,24175.0,Valdefresno,Valdefresno,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,51973.47,,,,,,,,,,,,,,,,,3,BERNESGA-TORIO-PORMA; BENAVENTE-ÓRBIGO-ESLA; ERÍA,1,Duero,0,0,1
ES020_20191216,#InundacionesLeónDiciembre19,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-16,3.0,municipio,ES020,24.0,León,24188.0,Valencia de Don Juan,Valencia de Don Juan,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,106672.74,,,,,,,,,,,,,,,,,3,BERNESGA-TORIO-PORMA; BENAVENTE-ÓRBIGO-ESLA; ERÍA,1,Duero,0,0,1
ES020_20191216,#InundacionesLeónDiciembre19,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-16,3.0,municipio,ES020,24.0,León,24199.0,Vegaquemada,Vegaquemada,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,51610.53,,,,,,,,,,,,,,,,,3,BERNESGA-TORIO-PORMA; BENAVENTE-ÓRBIGO-ESLA; ERÍA,1,Duero,0,0,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,34.0,Palencia,34004.0,Aguilar de Campoo,Aguilar de Campoo,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,906990.67,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,37.0,Salamanca,37103.0,Cespedosa de Tormes,Cespedosa de Tormes,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,233455.23,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,34.0,Palencia,34083.0,Herrera de Pisuerga,Herrera de Pisuerga,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,262787.9,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,24.0,León,24175.0,Valdefresno,Valdefresno,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,1139522.3,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,34.0,Palencia,34027.0,Barruelo de Santullán,Barruelo de Santullán,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,101960.41,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,34.0,Palencia,34005.0,Alar del Rey,Alar del Rey,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,61136.13,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,24.0,León,24006.0,Ardón,Ardón,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,64499.19,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,34.0,Palencia,34017.0,Astudillo,Astudillo,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,173716.33,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,49.0,Zamora,49021.0,Benavente,Benavente,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,69746.84,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,24.0,León,24020.0,Boca de Huérgano,Boca de Huérgano,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,144346.97,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,24.0,León,24021.0,Boñar,Boñar,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,111264.86,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,24.0,León,24051.0,Cea,Cea,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,106678.24,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,24.0,León,24089.0,León,León,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,206837.33,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,9.0,Burgos,9211.0,Melgar de Fernamental,Melgar de Fernamental,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,87228.21,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,34.0,Palencia,34110.0,Mudá,Mudá,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,49916.19,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,34.0,Palencia,34901.0,Osorno la Mayor,Osorno la Mayor,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,133647.67,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,34.0,Palencia,34135.0,Pomar de Valdivia,Pomar de Valdivia,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,223494.34,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,37.0,Salamanca,37261.0,Puente del Congosto,Puente del Congosto,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,67764.0,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,9.0,Burgos,9306.0,Rebolledo de la Torre,Rebolledo de la Torre,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,64626.92,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,34.0,Palencia,34146.0,Reinoso de Cerrato,Reinoso de Cerrato,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,,60270.93,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,24.0,León,24139.0,Sahagún,Sahagún,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,803925.21,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,37.0,Salamanca,37274.0,Salamanca,Salamanca,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,993963.62,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,34.0,Palencia,34157.0,Saldaña,Saldaña,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,78775.5,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,34.0,Palencia,34158.0,Salinas de Pisuerga,Salinas de Pisuerga,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,161993.29,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,24.0,León,24142.0,San Andrés del Rabanedo,San Andrés del Rabanedo,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,77552.57,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,5.0,Ávila,5904.0,Santiago del Tormes,Santiago del Tormes,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,109151.22,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,34.0,Palencia,34171.0,Santibáñez de la Peña,Santibáñez de la Peña,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,83999.89,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,34.0,Palencia,34182.0,Torquemada,Torquemada,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,86780.12,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,24.0,León,24201.0,Vegas del Condado,Vegas del Condado,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural,VH-Muy Alto,74162.5,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,32.0,Ourense,32085.0,Verín,Verín,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,65447.91,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES020_20191220,#InundacionesElsa,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2019,12,2019-12-20,3.0,municipio,ES020,24.0,León,24222.0,Villaquilambre,Villaquilambre,True,diccionario_taux_municipios,1,1,5,0.0,,B41 - Propiedad;B42 - Infraestructura;B43 - Usos de suelo rural;B44 - Actividad económica,H-Alto,70108.09,,,,,,,,,,,,1400.0,1400.0,,1.0,1.0,14,ÓRBIGO-TUERTO-DUERNA; ERÍA; ALTO PISUERGA; CARRIÓN; TÁMEGA-BÚBAL,1,Duero,0,1,1
ES040_20181117,#InundacionesHuelvaNoviembre18,CNIH,CNIH_DAÑO_ECONOMICO_MUNICIPIO,dano_economico_municipio,2018,11,2018-11-17,2.0,municipio,ES040,21.0,Huelva,21010.0,Ayamonte,Ayamonte,True,diccionario_taux_municipios,1;2;3,1,4,7.0,,B41 - Propiedad;B44 - Actividad económica;B45 - Otro,L-Bajo,21899.6,,,,,,,,,,,,,,,,,3,"Guadiana XI; Carreras; Playa Central, Isla Cristina",1,Guadiana,0,0,1
